p_codmes,monto,ctd_prod_rccsf_m01,prom_salvig_entprinc_pp_rccsf_03m,max_usotcrrstsf06m,max_usotcrrstsf03m,prm_lintcribksf06m,lin_tcribksf03m,lin_tcribksf06m,cre_salvig_pp_rccsf_m02,prm_usotcrrstsf06m,prm_lintcribksf03m,prm_usotcrrstsf03m,ratuso_tcrrstsf_m13,promctdprodrccsf3m,ratpct_saldopprcc_m13,promctdprodrccsf6m,ctd_actrccsf_6m,ctd_flgact_rccsf_m01,sld_ep1ppeallsfm01,prm_sldvigrstsf12m,sldtot_tcrsrcf,sldvig_tcrsrcf,flg_lintcrripsaga,flg_svtcrsrcf,flg_sdtcrripsaga,flg_sttcrsrcf,flg_svltcrsrcf,max_camptottlv06m,min_camptottlv06m,frc_camptottlv06m,rec_camptottlv06m,ctd_camptottlv06m,prm_camptottlv06m,max_campecstlv06m,min_campecstlv06m,frc_campecstlv06m,rec_campecstlv06m,ctd_campecstlv06m,prm_campecstlv06m,prob_value,max_camptot06m,min_camptot06m,frc_camptot06m,rec_camptot06m,ctd_camptot06m,prm_camptot06m,max_campecs06m,min_campecs06m,frc_campecs06m,rec_campecs06m,ctd_campecs06m,prm_campecs06m,ing_brt,sexo,flg_notdeseaecs01m,flg_notdeseaecs02m,flg_notdeseaecs03m,sgt_cem,ctd_proac,ctd_cttefeproac,ctd_cttefetot,rng_pst,edad,flg_saltothip12m,flg_saltotppe12m,prm_pctsaltototrent12m,prm_pctsaltotcaja12m,ant_saltot24m,ant_saltot12m,min_difsaltottcr12m,num_incrsaldispefe06m,max_difent12m,num_dismsalppecons06m,seg_un,beta_pctusotcr12m,prm_pctusosaltottcr03m,dsv_saltotppe03m,prm_diasatrrdpn12m,dsv_numentrdlintcr03m,rat_disefepnm01,prm_diasatrrdpn06m,pct_usotcrm01,dsv_numentrdlintcr06m,beta_saltotppe12m,prm_entrd03m,ctd_entrdm01,beta_saltotppe06m,prm_diasatrrd03m,key_value_enc,grp_camptottlv06m_enc,grp_campecstlv06m_enc,grp_camptot06m_enc,grp_campecs06m_enc,region_enc,ubigeo_buro_enc,grp_riesgociiu_enc,target
201910,15000.0,1,15799.08,0.188,0.0,0.0,0.0,0.0,-0.018,0.144,0.0,0.0,0.0,1,1.0,1,8,1,15511.78,1335.411,0.0,0.0,0,0,0,0,0,1,0,1,1,1,1.0,0,0,0,0,0.0,0.0,0.5002758505570634,3.0,1.0,6.0,6.0,9.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,8282.0,1.0,0.0,0.0,0.0,6.0,3.0,1.0,1.0,5.0,37.0,0.0,1.0,13.0,73.625,24.0,12.0,-1016.57,0.0,2.0,3.0,4.0,-0.016,0.152,235.44147,0.0,0.0,0.0,0.0,0.133,0.89753,-150.6,4.0,4.0,-150.6,1.0,22496,1,0,4,0,3,6,4,1
201909,39100.0,4,5571.927,0.371,0.161,44525.983,112505.52,267155.9,-0.151,0.224,37501.84,0.121,0.42,4,0.642,4,12,2,4855.49,8855.18,1484.31,1484.31,1,1,1,1,1,1,0,5,6,5,1.0,1,0,4,6,4.0,1.0,0.4339391150235357,8.0,5.0,6.0,6.0,38.0,6.333,1.0,0.0,4.0,6.0,4.0,1.0,9816.0,1.0,0.0,0.0,0.0,6.0,23.0,0.0,0.0,5.0,55.0,0.0,1.0,0.0,0.0,24.0,12.0,-2524.71,0.0,0.0,4.0,2.0,0.009,0.266,535.01785,0.0,0.0,0.0,0.0,0.324,0.0,-378.262,3.0,3.0,-440.579,0.0,19618,3,3,4,3,3,3,6,0
201910,19700.0,7,22211.673,0.002,0.001,30900.0,92700.0,185400.0,-0.054,0.001,30900.0,0.001,0.0,7,0.997,7,12,2,20637.59,27339.774,0.0,0.0,1,0,1,0,0,3,0,2,6,4,2.0,2,0,1,6,2.0,2.0,0.5884786658762153,9.0,5.0,6.0,6.0,40.0,6.667,2.0,1.0,6.0,6.0,7.0,1.167,6960.0,1.0,0.0,0.0,0.0,6.0,20.0,1.0,1.0,5.0,47.0,0.0,1.0,0.0,0.0,24.0,12.0,-418.22,0.0,1.0,4.0,2.0,0.0,0.002,1468.8673,0.0,0.0,0.0,0.0,0.002,0.0,-1150.719,3.0,3.0,-1134.989,0.0,37939,2,2,4,4,3,3,6,0
201909,29700.0,3,0.0,0.637,0.173,5700.0,17100.0,34200.0,0.0,0.287,5700.0,0.083,3.681,3,0.0,3,6,1,0.0,1304.46,0.0,0.0,0,0,0,0,0,2,0,5,6,7,1.4,1,0,4,6,4.0,1.0,0.5166976819105302,10.0,4.0,6.0,6.0,41.0,6.833,1.0,0.0,4.0,6.0,4.0,1.0,5316.0,1.0,0.0,0.0,0.0,6.0,20.0,1.0,1.0,5.0,33.0,0.0,0.0,19.535,0.0,24.0,12.0,-4537.47,0.0,0.0,0.0,2.0,0.018,0.167,429.36665500000004,0.0,0.0,0.0,0.0,0.21,0.0,-304.273,2.333,2.0,-405.651,0.0,33794,3,3,4,3,4,8,4,0
201911,6400.0,5,17437.56,0.505,0.505,8600.0,25800.0,51600.0,-0.057,0.364,8600.0,0.366,0.634,5,1.041,5,12,2,16718.27,10118.722,2532.83,2532.83,0,1,0,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.3055431397546616,5.0,2.0,6.0,6.0,20.0,3.333,0.0,0.0,0.0,0.0,0.0,0.0,2605.0,1.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,5.0,30.0,0.0,1.0,0.0,0.0,24.0,12.0,-3527.39,1.0,1.0,5.0,2.0,0.0,0.285,1107.75537,0.0,0.0,0.0,0.0,0.196,0.0,781.217,2.0,2.0,-1066.882,0.0,16934,0,0,4,0,3,2,5,0
201909,30000.0,4,0.0,0.326,0.311,75791.165,219463.68,454746.99,0.0,0.314,73154.56,0.307,0.968,4,0.0,4,6,1,0.0,78700.425,0.0,0.0,0,0,0,0,0,1,0,5,6,5,1.0,1,0,5,6,5.0,1.0,0.6409155182006042,8.0,4.0,6.0,6.0,37.0,6.167,1.0,0.0,5.0,6.0,5.0,1.0,12598.0,1.0,0.0,0.0,0.0,6.0,20.0,1.0,1.0,5.0,39.0,0.0,1.0,0.0,0.0,24.0,12.0,-6283.68,0.0,0.0,0.0,5.0,0.007,0.304,429.36665500000004,1.667,0.0,0.0,0.0,0.292,0.0,-8428.835,3.0,3.0,-405.651,0.0,43182,3,3,4,3,4,8,5,0
201910,6000.0,4,2714.833,0.0,0.0,7366.667,32400.0,44200.0,-0.186,0.0,10800.0,0.0,0.0,4,0.736,3,12,2,2213.08,5036.778,0.0,0.0,0,0,0,0,0,1,0,4,6,4,1.0,1,0,3,5,3.0,1.0,0.54279476807494,8.0,3.0,6.0,6.0,32.0,5.333,2.0,0.0,5.0,6.0,6.0,1.2,3131.0,1.0,0.0,0.0,0.0,6.0,18.0,1.0,1.0,5.0,59.0,0.0,1.0,35.345,46.329,24.0,12.0,-7056.22,0.0,1.0,5.0,2.0,-0.113,0.058,407.82028,0.0,0.0,0.0,0.0,0.07,0.5,-467.999,2.0,2.0,-474.455,0.0,35597,3,2,4,3,3,2,5,0
201910,12100.0,3,0.0,0.239,0.239,6126.867,17598.86,36761.2,0.0,0.135,5866.287,0.139,0.485,3,0.0,3,6,1,0.0,1345.07,1074.41,1074.41,1,1,1,1,1,2,1,6,6,11,1.833,1,1,6,6,6.0,1.0,0.3494013604139318,8.0,6.0,6.0,6.0,41.0,6.833,1.0,1.0,6.0,6.0,6.0,1.0,2878.0,1.0,0.0,0.0,0.0,6.0,26.0,4.0,4.0,5.0,43.0,0.0,1.0,0.0,0.0,24.0,12.0,-1510.27,0.0,0.0,0.0,2.0,-0.004,0.18,429.36665500000004,0.583,0.0,0.0,1.167,0.155,0.0,-304.273,2.667,3.0,-405.651,2.333,9440,4,4,4,4,3,2,5,0
201911,10200.0,8,0.0,0.41,0.41,27951.832,81838.98,167710.99,0.0,0.283,27279.66,0.283,1.715,8,0.0,7,6,1,0.0,26182.398,9884.73,9884.73,1,1,1,1,1,1,0,3,6,3,1.0,1,0,1,2,1.0,1.0,0.4051396839749137,6.0,3.0,6.0,6.0,25.0,4.167,1.0,0.0,1.0,2.0,1.0,1.0,7395.0,1.0,0.0,0.0,0.0,6.0,19.0,2.0,2.0,5.0,48.0,0.0,0.0,21.114,0.0,24.0,12.0,-7975.21,1.0,1.0,0.0,2.0,-0.013,0.386,429.36665500000004,0.0,0.0,0.076,0.0,0.444,0.37268,-304.273,5.0,5.0,-405.651,0.0,43567,2,1,4,1,4,8,5,0
201910,14300.0,5,0.0,0.109,0.073,3500.0,10500.0,21000.0,0.0,0.067,3500.0,0.045,4.056,4,0.0,4,6,1,0.0,6120.57,3611.87,3611.87,0,1,0,1,1,2,0,3,6,4,1.333,2,0,3,6,4.0,1.333,0.5234858812181941,7.0,3.0,6.0,6.0,27.0,4.5,2.0,0.0,3.0,6.0,4.0,1.333,3753.0,1.0,0.0,0.0,0.0,6.0,12.0,1.0,1.0,5.0,33.0,0.0,0.0,0.0,0.0,24.0,12.0,-5097.65,1.0,2.0,0.0,2.0,0.004,0.043,429.36665500000004,0.0,0.4714,0.054,0.0,0.071,0.4714,-304.273,3.667,4.0,-405.651,0.0,20789,2,2,4,2,4,8,4,0
201910,20000.0,3,3826.467,0.815,0.815,8800.0,26400.0,52800.0,-0.237,0.49,8800.0,0.602,1.381,3,0.803,3,12,2,2922.81,7029.602,1629.21,1629.21,0,1,0,1,1,2,0,3,6,4,1.333,2,0,3,6,4.0,1.333,0.3162130745522785,8.0,4.0,6.0,6.0,34.0,5.667,2.0,0.0,3.0,6.0,4.0,1.333,3131.0,1.0,0.0,0.0,0.0,6.0,15.0,0.0,0.0,5.0,36.0,0.0,1.0,85.14,0.0,24.0,12.0,-378.72,0.0,1.0,5.0,4.0,0.002,0.111,735.29296,0.0,0.0,0.0,0.0,0.151,0.0,-750.402,2.0,2.0,-863.384,0.0,23065,2,2,4,2,1,7,4,0
201909,19200.0,1,0.0,0.0,0.0,3450.0,11100.0,20700.0,0.0,0.0,3700.0,0.0,0.0,1,0.0,1,6,1,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,1,6,2,2.0,0,0,0,0,0.0,0.0,0.4446485010410962,7.0,3.0,6.0,6.0,25.0,4.167,1.0,0.0,1.0,3.0,1.0,1.0,4031.0,1.0,0.0,0.0,0.0,6.0,14.0,0.0,0.0,5.0,31.0,0.0,0.0,0.0,0.0,24.0,12.0,-443.5,0.0,0.0,0.0,2.0,0.048,0.981,429.36665500000004,0.0,0.0,0.0,0.0,0.991,0.0,-304.273,1.0,1.0,-405.651,0.0,6485,2,0,4,1,3,3,6,0
201910,9600.0,4,0.0,0.223,0.222,10400.0,31200.0,62400.0,0.0,0.102,10400.0,0.074,0.0,4,0.0,4,6,1,0.0,952.734,0.0,0.0,1,0,1,0,0,2,0,5,6,9,1.8,2,0,5,6,6.0,1.2,0.5738608375548058,8.0,6.0,6.0,6.0,41.0,6.833,2.0,1.0,6.0,6.0,7.0,1.167,2324.0,1.0,0.0,0.0,0.0,6.0,24.0,2.0,2.0,5.0,34.0,0.0,0.0,0.0,0.0,24.0,12.0,-2439.7,0.0,1.0,0.0,1.0,0.001,0.038,429.36665500000004,0.0,0.0,0.0,0.0,0.0,0.0,-304.273,0.667,0.0,-405.651,0.0,6997,3,3,4,4,3,6,5,0
201910,41600.0,7,0.0,0.028,0.028,10850.0,37200.0,65100.0,0.0,0.009,12400.0,0.011,0.0,5,0.0,6,6,1,0.0,12625.497,0.0,0.0,1,0,1,0,0,2,0,5,6,7,1.4,2,0,5,6,6.0,1.2,0.6337645936130734,6.0,4.0,6.0,6.0,28.0,4.667,2.0,1.0,6.0,6.0,7.0,1.167,6932.0,1.0,0.0,0.0,0.0,6.0,18.0,2.0,2.0,5.0,38.0,0.0,0.0,0.0,0.0,24.0,12.0,-30922.89,0.0,2.0,0.0,2.0,-0.03,0.021,429.36665500000004,0.0,0.94281,0.0,0.0,0.014,0.8165,-304.273,2.333,2.0,-405.651,0.0,29650,3,3,4,4,2,0,5,0
201910,38900.0,7,30504.947,0.105,0.033,77450.0,237600.0,464700.0,0.599,0.038,79200.0,0.028,1.1,7,1.065,7,12,2,40030.0,17857.211,736.41,736.41,1,1,1,1,1,2,0,5,6,6,1.2,2,0,5,6,6.0,1.2,0.6576539282849637,10.0,5.0,6.0,6.0,42.0,7.0,2.0,0.0,5.0,6.0,6.0,1.2,10573.0,1.0,0.0,0.0,0.0,6.0,23.0,4.0,4.0,5.0,53.0,0.0,1.0,0.0,0.0,24.0,12.0,-15397.24,2.0,1.0,3.0,2.0,0.0,0.02,6760.35604,0.0,0.0,0.464,0.0,0.022,0.0,1021.786,5.0,5.0,1557.152,0.0,13383,3,3,4,3,3,2,3,0
201910,42400.0,5,0.0,0.0,0.0,35295.833,132975.0,211775.0,0.0,0.0,44325.0,0.0,0.0,4,0.0,4,12,2,0.0,0.02,0.02,0.02,0,1,0,1,1,2,1,6,6,10,1.667,2,0,3,6,4.0,1.333,0.5619822754941539,11.0,5.0,6.0,6.0,56.0,9.333,2.0,0.0,3.0,6.0,4.0,1.333,7062.0,1.0,0.0,0.0,0.0,6.0,30.0,3.0,3.0,5.0,34.0,1.0,0.0,0.0,0.0,24.0,12.0,-1611.34,0.0,1.0,0.0,1.0,0.001,0.003,429.36665500000004,0.0,0.4714,0.0,0.0,0.003,0.37268,-304.273,1.333,2.0,-405.651,0.0,28171,4,2,4,2,3,3,5,0
201910,19800.0,4,0.0,0.096,0.067,41903.242,123208.72,251419.45,0.0,0.052,41069.573,0.048,1.108,4,0.0,4,7,1,0.0,1803.702,0.0,0.0,0,0,0,0,0,2,0,3,6,4,1.333,2,0,3,6,4.0,1.333,0.2906225828888917,8.0,3.0,6.0,6.0,29.0,4.833,2.0,0.0,3.0,6.0,4.0,1.333,5120.0,1.0,0.0,0.0,0.0,6.0,15.0,0.0,0.0,5.0,38.0,0.0,1.0,0.0,0.0,24.0,12.0,-4777.45,0.0,1.0,1.0,5.0,-0.007,0.203,429.36665500000004,4.25,0.0,0.0,8.5,0.19,0.0,-304.273,3.0,3.0,-405.651,0.0,13012,2,2,4,2,3,3,6,0
201909,8800.0,3,0.0,0.337,0.132,5400.0,16200.0,32400.0,0.0,0.144,5400.0,0.085,9.429,3,0.0,3,6,1,0.0,392.683,290.03,290.03,1,1,1,1,1,1,0,4,6,4,1.0,1,0,2,6,2.0,1.0,0.5353840745950532,7.0,3.0,6.0,6.0,28.0,4.667,1.0,0.0,2.0,6.0,2.0,1.0,3131.0,1.0,0.0,0.0,0.0,6.0,19.0,3.0,3.0,5.0,53.0,1.0,0.0,0.0,0.0,24.0,12.0,-708.76,0.0,0.0,0.0,5.0,-0.004,0.025,429.36665500000004,0.0,0.0,0.0,0.0,0.038,0.0,-304.273,1.667,1.0,-405.651,0.0,3656,3,2,4,2,4,8,5,0
201910,41300.0,6,0.0,0.276,0.26,27800.0,83400.0,83400.0,0.0,0.248,27800.0,0.241,0.809,6,0.0,5,6,1,0.0,9520.352,6762.62,6762.62,1,1,1,1,1,3,0,3,6,5,1.667,2,0,1,6,2.0,2.0,0.6100853835566281,8.0,2.0,6.0,6.0,29.0,4.833,2.0,0.0,1.0,6.0,2.0,2.0,6872.0,1.0,0.0,0.0,0.0,6.0,13.0,0.0,0.0,5.0,62.0,0.0,0.0,2.998,0.0,24.0,12.0,-2763.69,0.0,1.0,0.0,4.0,-0.041,0.151,429.36665500000004,0.167,0.0,0.026,0.0,0.117,0.5,-304.273,4.667,4.0,-405.651,0.0,4384,2,2,4,2,3,2,5,0
201911,24800.0,2,0.0,0.0,0.0,27450.0,98100.0,164700.0,0.0,0.0,32700.0,0.0,0.0,2,0.0,2,6,1,0.0,0.0,0.0,0.0,1,0,1,0,0,3,0,5,6,9,1.8,2,0,2,6,3.0,1.5,0.5609804941875733,8.0,5.0,6.0,6.0,40.0,6.667,2.0,1.0,6.0,6.0,7.0,1.167,6512.0,1.0,0.0,0.0,0.0,6.0,24.0,1.0,1.0,5.0,69.0,0.0,0.0,0.0,0.0,24.0,12.0,-33.61,0.0,0.0,0.0,1.0,0.0,0.001,429.36665500000004,0.0,0.0,0.0,0.0,0.001,0.0,-304.273,1.0,1.0,-405.651,0.0,8344,3,2,4,4,3,3,5,0
201909,8400.0,8,1053.377,0.305,0.256,9200.0,27600.0,55200.0,-0.241,0.266,9200.0,0.247,0.934,8,0.625,8,24,4,800.87,161862.284,7635.04,7635.04,1,1,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.3800596680192399,4.0,2.0,6.0,6.0,16.0,2.667,0.0,0.0,0.0,0.0,0.0,0.0,3035.0,1.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,5.0,29.0,1.0,1.0,0.0,0.0,24.0,12.0,-784.97,0.0,1.0,5.0,2.0,-0.02,0.228,303.51372,0.0,0.0,0.0,0.0,0.218,0.0,-341.303,5.0,5.0,-362.218,0.0,61686,0,0,4,0,2,0,5,1
201910,30000.0,4,0.0,0.0,0.0,39200.0,117600.0,235200.0,0.0,0.0,39200.0,0.0,0.0,4,0.0,4,8,1,0.0,20178.375,0.0,0.0,1,0,1,0,0,2,0,5,6,6,1.2,0,0,0,0,0.0,0.0,0.6348349388639658,6.0,3.0,6.0,6.0,29.0,4.833,0.0,0.0,0.0,0.0,0.0,0.0,19255.0,1.0,0.0,0.0,0.0,6.0,23.0,4.0,4.0,5.0,56.0,0.0,1.0,0.0,0.0,24.0,12.0,-18517.43,0.0,1.0,2.0,2.0,-0.046,0.0,429.36665500000004,0.0,0.0,0.0,0.0,0.0,0.37268,-6036.694,0.0,0.0,-405.651,0.0,13674,3,0,4,0,3,3,3,1
201909,9500.0,5,0.0,0.235,0.161,9800.0,29400.0,58800.0,0.0,0.154,9800.0,0.139,0.766,5,0.0,5,12,2,0.0,123474.233,1942.74,1942.74,1,1,1,1,1,1,0,4,6,4,1.0,1,0,3,6,3.0,1.0,0.5417546187517092,7.0,3.0,6.0,6.0,29.0,4.833,1.0,0.0,3.0,6.0,3.0,1.0,3625.0,1.0,0.0,0.0,0.0,6.0,15.0,1.0,1.0,5.0,32.0,1.0,0.0,0.0,0.0,24.0,12.0,-2061.62,0.0,0.0,0.0,2.0,-0.001,0.087,429.36665500000004,0.0,0.0,0.0,0.0,0.072,0.0,-304.273,4.667,5.0,-405.651,0.0,35062,3,2,4,2,2,0,5,0
201909,30000.0,6,5975.363,0.56,0.56,58904.705,171427.91,353428.23,-0.162,0.518,57142.637,0.55,0.966,6,0.739,6,18,3,5013.2,300751.545,1045.74,1045.74,1,1,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.5699118033784005,3.0,2.0,6.0,6.0,14.0,2.333,0.0,0.0,0.0,0.0,0.0,0.0,20451.0,1.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,5.0,47.0,1.0,1.0,0.0,0.0,24.0,12.0,-7362.57,0.0,0.0,5.0,4.0,0.002,0.583,783.61167,0.0,0.0,0.0,0.0,0.56,0.4714,-908.793,5.0,5.0,-939.311,0.0,33436,0,0,4,0,3,3,3,0
201911,30000.0,3,0.0,0.688,0.478,18133.333,68000.0,108800.0,0.0,0.537,22666.667,0.457,0.912,3,0.0,3,6,1,0.0,12071.967,0.0,0.0,0,0,0,0,0,3,1,6,6,11,1.833,2,1,6,6,7.0,1.167,0.5941474206535426,9.0,6.0,6.0,6.0,46.0,7.667,2.0,1.0,6.0,6.0,7.0,1.167,9588.0,1.0,0.0,0.0,0.0,6.0,26.0,3.0,3.0,5.0,54.0,0.0,0.0,0.0,0.0,24.0,12.0,-1777.84,0.0,1.0,0.0,2.0,-0.027,0.506,429.36665500000004,0.0,0.0,0.0,0.0,0.475,0.0,-304.273,2.0,2.0,-405.651,0.0,18405,4,4,4,4,3,4,1,0
201909,14900.0,4,6009.92,0.29,0.29,9392.508,37455.05,56355.05,-0.05,0.2,12485.017,0.181,0.324,4,0.705,4,12,2,5712.21,7953.503,717.09,717.09,1,1,1,1,1,2,0,2,3,3,1.5,1,0,1,3,1.0,1.0,0.3233712791583602,4.0,2.0,6.0,6.0,19.0,3.167,1.0,0.0,4.0,4.0,4.0,1.0,3753.0,1.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,5.0,69.0,0.0,1.0,6.354,0.0,24.0,12.0,-2301.8,1.0,1.0,5.0,4.0,-0.019,0.235,241.89995,0.0,0.0,0.094,0.0,0.254,0.0,257.763,4.333,4.0,-282.507,0.0,3722,1,1,4,1,3,6,5,0
201910,8200.0,3,0.0,0.0,0.0,1800.0,5400.0,10800.0,0.0,0.0,1800.0,0.0,0.0,3,0.0,3,6,1,0.0,0.0,0.0,0.0,1,0,1,0,0,2,0,3,6,4,1.333,2,0,3,6,4.0,1.333,0.557923703738331,6.0,3.0,6.0,6.0,27.0,4.5,2.0,0.0,3.0,6.0,4.0,1.333,2842.0,1.0,0.0,0.0,0.0,6.0,15.0,1.0,1.0,5.0,60.0,0.0,0.0,0.0,0.0,8.0,8.0,-49.89,0.0,0.0,0.0,2.0,0.0,0.0,429.36665500000004,0.0,0.0,0.0,0.0,0.0,0.0,-304.273,0.0,0.0,-405.651,0.0,34090,2,2,4,2,5,10,5,0
201910,7800.0,5,6671.723,0.26,0.195,7600.0,22800.0,45600.0,-0.064,0.206,7600.0,0.185,0.903,5,0.993,5,12,2,6243.27,10266.459,3025.65,3025.65,1,1,1,1,1,2,0,3,6,4,1.333,2,0,3,6,4.0,1.333,0.5577535377809192,7.0,3.0,6.0,6.0,30.0,5.0,2.0,0.0,4.0,6.0,5.0,1.25,4110.0,1.0,0.0,0.0,0.0,6.0,15.0,1.0,1.0,5.0,31.0,0.0,1.0,0.0,22.28,24.0,12.0,-337.35,0.0,2.0,5.0,4.0,0.01,0.129,349.41637,0.0,0.0,0.428,0.0,0.122,0.37268,-400.587,4.0,4.0,-418.178,0.0,51648,2,2,4,3,1,3,4,0
201909,7800.0,6,7739.257,0.777,0.694,19131.002,95886.01,114786.01,-0.047,0.612,31962.003,0.51,0.258,5,0.786,5,12,2,7380.08,37188.541,3336.13,3336.13,1,1,1,1,1,2,0,5,5,6,1.2,1,0,3,5,3.0,1.0,0.5805310353478647,11.0,6.0,6.0,6.0,44.0,7.333,1.0,0.0,3.0,5.0,3.0,1.0,6223.0,1.0,0.0,0.0,0.0,6.0,22.0,2.0,2.0,5.0,32.0,0.0,1.0,0.0,0.0,24.0,12.0,-12263.2,2.0,1.0,5.0,2.0,-0.017,0.442,292.63038,0.0,0.4714,0.053,0.0,0.425,0.4714,-700.277,3.333,4.0,-355.116,0.0,27004,3,2,4,2,3,5,6,0
201910,31900.0,2,0.0,1.0,1.0,4941.602,14310.17,29649.61,0.0,0.656,4770.057,0.844,1.883,2,0.0,2,6,1,0.0,11712.267,9828.45,9828.45,1,1,0,1,1,3,1,6,6,13,2.167,2,0,5,6,6.0,1.2,0.4135437172736693,10.0,5.0,6.0,6.0,51.0,8.5,2.0,0.0,5.0,6.0,6.0,1.2,5316.0,1.0,0.0,0.0,0.0,6.0,25.0,1.0,1.0,5.0,33.0,0.0,0.0,0.0,0.0,24.0,12.0,-1462.3,0.0,0.0,0.0,2.0,0.028,0.67,429.36665500000004,0.0,0.4714,0.0,0.0,0.765,0.4714,-304.273,2.0,2.0,-405.651,0.0,10527,4,3,4,3,4,8,6,0
201909,41300.0,2,0.0,0.0,0.0,1281.0,3843.0,7686.0,0.0,0.0,1281.0,0.0,0.0,2,0.0,2,12,2,0.0,87709.397,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.3540503656839538,6.0,2.0,6.0,6.0,27.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,6872.0,1.0,0.0,0.0,0.0,6.0,17.0,0.0,0.0,5.0,50.0,1.0,0.0,0.0,0.0,24.0,12.0,-122.18,0.0,0.0,0.0,1.0,0.0,0.24,429.36665500000004,0.0,0.0,0.0,0.0,0.239,0.0,-304.273,2.0,2.0,-405.651,0.0,58957,0,0,4,0,3,3,5,0
201910,23700.0,4,682.63,0.021,0.018,6300.0,18900.0,37800.0,-0.239,0.01,6300.0,0.006,0.0,4,1.208,3,10,2,520.34,4593.651,0.0,0.0,0,0,0,0,0,3,0,5,6,8,1.6,2,0,4,6,5.0,1.25,0.6488115614908899,9.0,3.0,6.0,6.0,36.0,6.0,2.0,0.0,4.0,6.0,5.0,1.25,3950.0,1.0,0.0,0.0,0.0,6.0,15.0,3.0,3.0,5.0,39.0,0.0,1.0,0.0,0.0,24.0,12.0,-9710.96,0.0,1.0,3.0,2.0,-0.037,0.012,132.19195,0.0,0.0,0.0,0.0,0.005,0.0,-383.624,2.0,2.0,-159.971,0.0,21716,3,3,4,3,3,0,5,0
201910,28900.0,4,0.0,0.089,0.089,24300.0,72900.0,145800.0,0.0,0.037,24300.0,0.066,0.944,3,0.0,3,6,1,0.0,963.758,146.61,146.61,1,1,1,1,1,2,1,6,6,7,1.167,1,0,5,5,5.0,1.0,0.3073109603341689,6.0,4.0,6.0,6.0,29.0,4.833,1.0,0.0,5.0,5.0,5.0,1.0,6257.0,1.0,0.0,0.0,0.0,6.0,19.0,0.0,0.0,5.0,43.0,0.0,0.0,0.249,0.0,24.0,12.0,-4807.21,0.0,1.0,0.0,2.0,-0.015,0.082,429.36665500000004,0.0,0.4714,0.0,0.0,0.065,0.8165,-304.273,2.333,3.0,-405.651,0.0,34036,4,3,4,3,3,3,5,0
201910,8000.0,3,0.0,0.0,0.0,12639.255,39306.24,75835.53,0.0,0.0,13102.08,0.0,0.0,3,0.0,3,6,1,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0,4,6,4,1.0,0,0,0,0,0.0,0.0,0.4421678413575275,8.0,3.0,6.0,6.0,35.0,5.833,2.0,0.0,2.0,6.0,3.0,1.5,2282.0,1.0,0.0,0.0,0.0,6.0,18.0,0.0,0.0,5.0,39.0,0.0,0.0,0.0,0.0,24.0,12.0,-1826.11,0.0,1.0,0.0,2.0,0.0,0.522,429.36665500000004,0.0,0.0,0.0,0.0,0.432,0.0,-304.273,1.0,1.0,-405.651,0.0,32747,3,0,4,2,2,0,6,0
201911,23600.0,4,0.0,0.019,0.0,27716.667,88200.0,166300.0,0.0,0.004,29400.0,0.0,0.0,4,0.0,3,6,1,0.0,69.388,0.0,0.0,1,0,1,0,0,4,1,6,6,14,2.333,1,0,3,6,3.0,1.0,0.5589714601665485,10.0,7.0,6.0,6.0,53.0,8.833,1.0,0.0,3.0,6.0,3.0,1.0,10021.0,1.0,0.0,0.0,0.0,6.0,34.0,1.0,1.0,5.0,48.0,0.0,0.0,0.0,0.0,24.0,12.0,-2508.56,0.0,1.0,0.0,1.0,0.001,0.005,429.36665500000004,0.0,0.0,0.0,0.0,0.0,0.37268,-304.273,1.0,1.0,-405.651,0.0,51996,4,2,4,2,3,2,4,0
201909,30000.0,7,0.0,0.297,0.297,60000.0,180000.0,360000.0,0.0,0.231,60000.0,0.228,0.593,7,0.0,7,6,1,0.0,30308.613,20350.49,20350.49,1,1,1,1,1,1,0,4,6,4,1.0,1,0,4,6,4.0,1.0,0.6264714453037276,8.0,2.0,6.0,6.0,25.0,4.167,1.0,0.0,4.0,6.0,4.0,1.0,16422.0,1.0,0.0,0.0,0.0,6.0,17.0,3.0,3.0,5.0,56.0,0.0,1.0,0.0,0.0,24.0,12.0,-14100.13,0.0,0.0,0.0,5.0,0.003,0.203,429.36665500000004,2.0,0.0,0.0,4.0,0.217,0.0,-304.273,4.667,5.0,-405.651,8.0,50671,3,3,4,3,3,3,3,0
